//
// x0 values  from MATLAB
//
@00000000 111101011110_1001
@00001e90 000100010101_1001
@00001e91 111110001101_1101
@00001e92 111111111000_0000
@00001e93 111101111100_1101
@00001e94 111111111000_0000
@00001e95 000001000001_1011
@00001e96 000000001000_0000
@00001e97 110101100101_1011
@00001e98 000010101010_0001
@00001e99 000001101010_0101
@00001e9a 110111110110_1111
@00001e9b 110110110000_0101
@00001e9c 111001000000_1011
@00001e9d 111111111000_0000
@00001e9e 000000001000_0000
@00001e9f 111111111000_0000
@00001ea0 101000110111_0101
@00001ea1 001001100101_1101
@00001ea2 111111000001_0110
@00001ea3 000000001010_1000
@00001ea4 000000001000_0000
@00001ea5 111100101001_0100
@00001ea6 111111001100_1011
@00001ea7 111110001011_1110
@00001ea8 111111111000_0000
@00001ea9 110011110110_0000
@00001eaa 000001111011_0010
@00001eab 000000001000_0000
@00001eac 111111111000_0000
@00001ead 001111010001_0001
@00001eae 110110011110_0000
@00001eaf 000101111000_1111
@00001eb0 111010011100_1000
@00001eb1 101101011001_1101
@00001eb2 000001010011_1100
@00001eb3 111111101100_1010
@00001eb4 001000001100_0000
@00001eb5 111011100100_0010
@00001eb6 000000001010_0100
@00001eb7 111110101101_1000
@00001eb8 000001110101_1010
@00001eb9 001001101010_0100
@00001eba 111111111000_0000
@00001ebb 000100010111_0111
@00001ebc 001110000111_0111
@00001ebd 000000001011_0010
@00001ebe 000100100111_0011
@00001ebf 111111111000_0000
@00001ec0 000100110010_1110
@00001ec1 111111011101_0111
@00001ec2 111000001010_0101
@00001ec3 111111111000_0000
@00001ec4 000000001000_0000
@00001ec5 000000000011_1101
@00001ec6 111111111011_1111
@00001ec7 110101110110_0100
@00001ec8 111010000011_1101
@00001ec9 000101100000_1111
@00001eca 000000001000_0000
@00001ecb 000000100010_1101
@00001ecc 000101000110_0100
@00001ecd 110110000100_0100
@00001ece 000100001010_0011
@00001ecf 000000010100_0110
@00001ed0 000001010100_0001
@00001ed1 111111011011_0000
@00001ed2 010001001110_0101
@00001ed3 010100010010_0010
@00001ed4 111110100010_0101
@00001ed5 111111111000_0000
@00001ed6 111101101001_1101
@00001ed7 111101111001_1110
@00001ed8 000000001000_0000
@00001ed9 111001110001_1110
@00001eda 000100111100_0001
@00001edb 111011100010_1110
@00001edc 111111100001_0101
@00001edd 111001001101_1001
@00001ede 000101101010_0100
@00001edf 000000001000_0000
@00001ee0 111011110011_0111
@00001ee1 000000001000_0000
@00001ee2 111000110101_1010
@00001ee3 000110010111_1010
@00001ee4 111111111000_0000
@00001ee5 000110100001_1101
@00001ee6 111100010000_0100
@00001ee7 111111111000_0000
@00001ee8 110111011010_0111
@00001ee9 001011100100_1100
@00001eea 000011111010_0000
@00001eeb 001000000001_0011
@00001eec 111111111000_0000
@00001eed 111111110101_1100
@00001eee 000100110000_1000
@00001eef 111111111000_0000
@00001ef0 111010000111_1000
@00001ef1 111111111000_0000
@00001ef2 111111001000_1110
@00001ef3 000000001000_0000
@00001ef4 000000001000_0000
@00001ef5 001111101001_0001
@00001ef6 000001001000_1110
@00001ef7 111111111010_0000
@00001ef8 000000011000_1100
@00001ef9 000101111011_0010
@00001efa 000000001000_0000
@00001efb 111111111000_0000
@00001efc 111111111000_0000
@00001efd 111010011110_1101
@00001efe 000000001000_0000
@00001eff 110100001001_1000
@00001f00 000000001000_0000
@00001f01 000000001000_0000
@00001f02 000000001000_0000
@00001f03 001000011010_0010
@00001f04 111001010111_0001
@00001f05 110111101011_1110
@00001f06 000000001000_0000
@00001f07 000001010111_1001
@00001f08 111011111001_0101
@00001f09 000000000100_0100
@00001f0a 111111111000_0000
@00001f0b 111010000101_1101
@00001f0c 000000001000_0000
@00001f0d 111110100001_1110
@00001f0e 110001111110_1001
@00001f0f 000010001010_1010
@00001f10 111100100000_0101
@00001f11 001000001011_1010
@00001f12 111111111000_0000
@00001f13 000100001101_0001
@00001f14 101111100001_0111
@00001f15 111101011010_0100
@00001f16 111111111000_0000
@00001f17 000000001000_0000
@00001f18 000000001000_0000
@00001f19 010011011111_0101
@00001f1a 000000001000_0000
@00001f1b 110010010110_1000
@00001f1c 000000001000_0000
@00001f1d 111001011111_0001
@00001f1e 111100101111_0001
@00001f1f 111100000000_0111
@00001f20 111010011010_0101
@00001f21 001110010101_0010
@00001f22 111110111101_1000
@00001f23 111111111000_0000
@00001f24 000000001000_0000
@00001f25 000001010000_0011
@00001f26 110101101001_1111
@00001f27 000001100001_0001
@00001f28 110000110110_1010
@00001f29 000000000100_0001
@00001f2a 000111000111_1011
@00001f2b 111110011010_1100
@00001f2c 111111111000_0000
@00001f2d 000011100100_0111
@00001f2e 111001110000_1111
@00001f2f 111111110101_1101
@00001f30 111001101011_0110
@00001f31 000000001000_0000
@00001f32 111111111000_0000
@00001f33 001110111100_1001
@00001f34 111110001011_1100
@00001f35 111010010101_0011
@00001f36 111111111111_1011
@00001f37 111111111000_0000
@00001f38 111111111000_0000
@00001f39 000011100010_0001
@00001f3a 110010100000_0100
@00001f3b 111110101001_0001
@00001f3c 111010010011_1111
@00001f3d 111111111111_1111
@00001f3e 001000110000_0100
@00001f3f 111110001111_1111
@00001f40 010010001011_0111
@00001f41 000101100000_1010
@00001f42 111101010000_0100
@00001f43 110100011101_0000
@00001f44 111111111000_0000
@00001f45 111010100100_1000
@00001f46 110111010000_0010
@00001f47 000000001000_0000
@00001f48 111000010010_1010
@00001f49 000000001000_0000
@00001f4a 111111111000_0000
@00001f4b 000001101110_1110
@00001f4c 111110011011_0111
@00001f4d 111101011110_1011
@00001f4e 000100100010_1010
@00001f4f 000000001000_0000
@00001f50 111100111001_0101
@00001f51 000000001000_0000
@00001f52 110110100101_0010
@00001f53 000111011110_0100
@00001f54 000000010100_0001
@00001f55 111110001110_0010
@00001f56 000000001000_0000
@00001f57 110001000111_0110
@00001f58 000001110100_1100
@00001f59 111111101001_0110
@00001f5a 000110100001_0100
@00001f5b 110011010100_1000
@00001f5c 111111111000_0000
@00001f5d 000000001000_0000
@00001f5e 000000010100_1011
@00001f5f 000000001011_1011
@00001f60 110111001101_1110
@00001f61 000000001000_0000
@00001f62 000010011110_1010
@00001f63 111110110100_1111
@00001f64 000011100000_0010
@00001f65 010010110010_1001
@00001f66 000000001000_0000
@00001f67 000000110011_0100
@00001f68 111111111111_0101
@00001f69 111111111000_0000
@00001f6a 000000001000_0000
@00001f6b 001001000001_0001
@00001f6c 111110000001_1010
@00001f6d 010101110001_1001
@00001f6e 010001000111_0110
@00001f6f 000000001110_1001
@00001f70 110111100001_0100
@00001f71 000000001000_0000
@00001f72 111111111000_0000
@00001f73 111111111000_0000
@00001f74 010011010000_1111
@00001f75 000110111011_1010
@00001f76 000110110001_0100
@00001f77 000000001000_0000
@00001f78 111111111110_0010
@00001f79 010000010000_1101
@00001f7a 000110010001_0001
@00001f7b 111100111110_0000
@00001f7c 111101110011_0001
@00001f7d 111101100010_0010
@00001f7e 000000111000_0010
@00001f7f 001001110011_0001
@00001f80 111111111000_0000
@00001f81 111111111000_0000
@00001f82 000000001000_0000
@00001f83 111111111111_0101
@00001f84 010110010111_0110
@00001f85 000101010100_1011
@00001f86 111111111000_0000
@00001f87 000000001101_0011
@00001f88 111111111000_0000
@00001f89 101100010101_1010
@00001f8a 111111111000_0000
@00001f8b 000000000000_0010
@00001f8c 111110101110_1110
@00001f8d 000000001000_0000
@00001f8e 111000100010_0011
@00001f8f 110001000100_0110
@00001f90 111011111110_1000
@00001f91 001101000100_1111
@00001f92 111100010000_1000
@00001f93 010001100111_0110
@00001f94 000011000011_0011
@00001f95 000000001000_0000
@00001f96 000100101000_0101
@00001f97 000001001010_0010
@00001f98 000111110100_0101
@00001f99 000010110111_1001
@00001f9a 000101011111_1010
@00001f9b 000000001000_0000
@00001f9c 000000001000_0000
@00001f9d 000000001000_0000
@00001f9e 000000000100_1010
@00001f9f 000011001111_1000
@00001fa0 111111010010_0101
@00001fa1 111001100010_0100
@00001fa2 001001101110_0001
@00001fa3 110010011111_0011
@00001fa4 101011101110_0011
@00001fa5 000000001000_0000
@00001fa6 111111111000_0000
@00001fa7 111111001001_0010
@00001fa8 111111111000_0000
@00001fa9 110111100111_1100
@00001faa 111011010110_0101
@00001fab 110111100011_1010
@00001fac 001010000010_0011
@00001fad 001001100111_0100
@00001fae 111111110110_0101
@00001faf 000000000110_1111
@00001fb0 111111111000_0000
@00001fb1 000110000101_0110
@00001fb2 010110111001_1001
@00001fb3 111111111000_0000
@00001fb4 000000000001_1111
@00001fb5 111111111000_0000
@00001fb6 110100101101_0011
@00001fb7 001111101001_0001
@00001fb8 110011001110_1111
@00001fb9 111111011010_0110
@00001fba 000000001000_0000
@00001fbb 111111111000_0000
@00001fbc 111011010111_1000
@00001fbd 001010110101_1001
@00001fbe 111111111110_1110
@00001fbf 000000001000_0000
@00001fc0 111111001100_0100
@00001fc1 111100111010_0101
@00001fc2 000000001000_0000
@00001fc3 111111110011_1010
@00001fc4 010011010001_1101
@00001fc5 111111111000_0000
@00001fc6 101110010010_1101
@00001fc7 111011111000_0100
@00001fc8 111111111000_0000
@00001fc9 111111111000_0000
@00001fca 000000001000_0000
@00001fcb 000000001000_0000
@00001fcc 000000001000_0000
@00001fcd 111011111001_0101
@00001fce 111111111000_0000
@00001fcf 000011001010_0100
@00001fd0 111001111111_0101
@00001fd1 000001010001_0101
@00001fd2 111100100101_1001
@00001fd3 001111000000_1010
@00001fd4 000100101010_1010
@00001fd5 010111110101_1111
@00001fd6 000000111001_1100
@00001fd7 111001111011_1111
@00001fd8 000000001000_0000
@00001fd9 000111100001_0000
@00001fda 000000100100_0000
@00001fdb 111011001111_1000
@00001fdc 000000001000_0000
@00001fdd 000000001000_0000
@00001fde 000000011011_0000
@00001fdf 111111111000_0000
@00001fe0 000000001000_0000
@00001fe1 000000011011_0010
@00001fe2 010101111110_1100
@00001fe3 111111111000_0000
@00001fe4 110011101001_1101
@00001fe5 111111101111_1100
@00001fe6 000000010010_0110
@00001fe7 000000001000_0000
@00001fe8 111111111000_0000
@00001fe9 101100011000_0111
@00001fea 000100010011_0101
@00001feb 001000001110_0010
@00001fec 001000010110_0111
@00001fed 000000010110_0101
@00001fee 000000001000_0000
@00001fef 111011001111_1011
@00001ff0 111110000010_1001
@00001ff1 110110011101_0110
@00001ff2 000111111010_0101
@00001ff3 100111010001_0110
@00001ff4 000111100101_1111
@00001ff5 000100110111_0110
@00001ff6 001010110000_1100
@00001ff7 111101100010_0100
@00001ff8 111111111000_0000
@00001ff9 111111111110_1110
@00001ffa 111111111000_0000
@00001ffb 001001101101_1101
@00001ffc 111111111000_0000
@00001ffd 111111111000_0000
@00001ffe 111001011001_1110
@00001fff 000000101010_1101
@00002000 111100110100_0010
@00002001 001000001111_0000
@00002002 110110100011_1000
@00002003 000100000110_1111
@00002004 000001001110_1111
@00002005 000000001000_0000
@00002006 000001010101_1111
@00002007 000101000000_1101
@00002008 000000001000_0000
@00002009 111111111000_0000
@0000200a 111111100010_1111
@0000200b 000001111011_0100
@0000200c 111111111000_0000
@0000200d 111000100100_1000
@0000200e 001111000001_0111
@0000200f 111101110101_0000
@00002010 000000001000_0000
@00002011 111111111101_1010
@00002012 001111001010_0001
@00002013 000101101100_1111
@00002014 000000001100_1111
@00002015 111110101111_1000
@00002016 101110101000_0101
@00002017 000000001100_0100
@00002018 000000101100_0000
@00002019 010000100111_0011
@0000201a 000001100001_0001
@0000201b 111010011000_1000
@0000201c 111111111000_0000
@0000201d 000010110110_0011
@0000201e 110010011110_0000
@0000201f 000000001000_0000
@00002020 000000001000_0000
@00002021 111001001001_1100
@00002022 000000000101_1100
@00002023 111100100111_1100
@00002024 000000111000_1010
@00002025 000000001000_0000
@00002026 000001110011_0000
@00002027 111111001101_1111
@00002028 110111010000_1011
@00002029 111111011100_0011
@0000202a 111111111000_0000
@0000202b 000000100000_0100
@0000202c 111111001100_0011
@0000202d 111111111000_1011
@0000202e 110101111100_0011
@0000202f 001101111001_1100
@00002030 001010100100_0010
@00002031 101110100110_0011
@00002032 000000001000_0000
@00002033 111100000000_1111
@00002034 110111111000_1101
@00002035 111100000001_0110
@00002036 000001101001_1101
@00002037 000000001101_0010
@00002038 000000001000_0000
@00002039 111101111100_1111
@0000203a 111101110010_0010
@0000203b 000010100111_1111
@0000203c 101010001100_0100
@0000203d 111111111000_0000
@0000203e 111111111000_0000
@0000203f 101010110110_0110
@00002040 101101101111_1001
@00002041 101001000010_0000
@00002042 001110010000_1100
@00002043 111111111000_0000
@00002044 000010010001_1001
@00002045 000101101110_1111
@00002046 000000001000_0000
@00002047 010110000000_0000
@00002048 111010100000_0110
@00002049 001011011100_1010
@0000204a 001111011000_0010
@0000204b 000111101000_0010
@0000204c 101101001100_1101
@0000204d 111011101101_1001
@0000204e 000010100001_1001
@0000204f 000000001000_0000
@00002050 000000000110_1010
@00002051 000110010000_1101
@00002052 111111111000_0000
@00002053 000000000001_0011
@00002054 111111111000_0000
@00002055 101101011000_0000
@00002056 111111100001_1001
@00002057 001101010111_0100
@00002058 001000010111_1100
@00002059 001111010000_0000
@0000205a 000000000100_1100
@0000205b 000010101101_0011
@0000205c 111111111000_0000
@0000205d 000000001000_0000
@0000205e 111111110100_1001
@0000205f 111111111000_0000
@00002060 111111111000_0000
@00002061 001000100001_1110
@00002062 001011111001_0100
@00002063 111110111101_1000
@00002064 000001000001_0010
@00002065 000001111101_1101
@00002066 111010000001_1011
@00002067 111111111000_0000
@00002068 111000110010_0010
@00002069 001001000101_0100
@0000206a 000000001000_0000
@0000206b 000000010110_1010
@0000206c 111100010100_1011
@0000206d 111000011110_0010
@0000206e 000100101011_1100
@0000206f 000000001000_0000
@00002070 000101100111_1100
@00002071 001101101000_1011
@00002072 111111111000_0000
@00002073 111001111011_1111
@00002074 111011111001_0100
@00002075 111111111000_0000
@00002076 111001011011_1001
@00002077 000000001000_0000
@00002078 001011000111_0101
@00002079 111111111000_0000
@0000207a 111111111000_0000
@0000207b 001011101000_1010
@0000207c 000000001000_0000
@0000207d 000000000101_0100
@0000207e 000101111001_0000
@0000207f 000001000110_1010
@00002080 010000000011_1011
@00002081 000001110001_0100
@00002082 111100001111_0000
@00002083 110111011100_0100
@00002084 000101010001_1110
@00002085 111111111001_0111
@00002086 111111100110_1110
@00002087 111111111000_0000
@00002088 001101010100_1101
@00002089 000010001010_1010
@0000208a 111011111001_1110
@0000208b 111011101001_1010
@0000208c 001001011111_1011
@0000208d 000000001011_0111
@0000208e 111100011111_0001
@0000208f 000000000111_0101
@00002090 000101110101_0110
@00002091 000000001000_0000
@00002092 110010011010_1010
@00002093 000000001000_0000
@00002094 111110111110_1110
@00002095 000000001000_0000
@00002096 010000001111_1111
@00002097 000101011001_1011
@00002098 000000000111_0011
@00002099 000001101010_1001
@0000209a 001000011111_1010
@0000209b 110111111011_0000
@0000209c 111110101001_0101
@0000209d 111111111000_0000
@0000209e 111111111000_0000
@0000209f 000000101111_0111
@000020a0 000100101000_1010
@000020a1 110111011001_1111
@000020a2 111111100111_1011
@000020a3 111111111000_0000
@000020a4 000000101001_1000
@000020a5 111101110110_1000
@000020a6 111111111000_0000
@000020a7 110110111100_1101
@000020a8 111011001000_0101
@000020a9 000000111111_1101
@000020aa 000000001000_0000
@000020ab 111110011010_1011
@000020ac 101010011111_1001
@000020ad 000000001000_0000
@000020ae 000000001000_0000
@000020af 000001000010_0100
@000020b0 111111111000_0000
@000020b1 000111010100_1110
@000020b2 000101001001_0001
@000020b3 111100011100_0110
@000020b4 000110111001_0101
@000020b5 111100001000_1100
@000020b6 111100101100_0111
@000020b7 000000001000_0000
@000020b8 111111110011_0111
@000020b9 111101110111_0010
@000020ba 111111101111_0101
@000020bb 010000100001_1000
@000020bc 000011111001_0011
@000020bd 000010100011_0110
@000020be 001001110001_1110
@000020bf 111111111000_0000
@000020c0 111111000111_0100
@000020c1 000001100010_0011
@000020c2 000100001011_0101
@000020c3 000100111101_0000
@000020c4 000000001001_1100
@000020c5 100111111001_1001
@000020c6 111111111000_0000
@000020c7 111110111011_1100
@000020c8 110110101001_1101
@000020c9 111111111000_0000
@000020ca 000100100110_0010
@000020cb 111111100100_1001
@000020cc 000000001000_0000
@000020cd 110000100000_1101
@000020ce 000000010000_0100
@000020cf 111111111000_0000
@000020d0 000000001000_0100
@000020d1 111000001000_1011
@000020d2 001001010001_0010
@000020d3 000010010000_0011
@000020d4 111111111000_0000
@000020d5 000001101001_0011
@000020d6 000000111110_1111
@000020d7 111000110011_1011
@000020d8 110100011101_0111
@000020d9 000111010111_0101
@000020da 111111111000_0000
@000020db 111011011001_1110
@000020dc 000100110111_1011
@000020dd 111001101100_1001
@000020de 010110100111_0101
@000020df 111111110100_0110
@000020e0 111111101001_1001
@000020e1 000010100100_0110
@000020e2 111111111000_0000
@000020e3 001110011100_1010
@000020e4 000000001000_0000
@000020e5 111111100100_1001
@000020e6 001101100001_0110
@000020e7 110110011100_0101
@000020e8 000111101000_0110
@000020e9 000000001000_0000
@000020ea 000100100101_0011
@000020eb 000011000000_0101
@000020ec 110000111111_1111
@000020ed 111111111000_0000
@000020ee 000011100011_1001
@000020ef 110011101010_0010
@000020f0 111111110101_0001
@000020f1 010000000011_0010
@000020f2 111101011011_1111
@000020f3 111110110101_1100
@000020f4 111000010110_1011
@000020f5 111111111000_0000
@000020f6 101011111111_0111
@000020f7 111110110110_1111
@000020f8 000111101111_1000
@000020f9 000011101101_0001
@000020fa 000000011100_1101
@000020fb 000000001000_0000
@000020fc 111111111000_0000
@000020fd 010001011100_0000
@000020fe 000000001000_0000
@000020ff 110000011001_1011
@00002100 110110000111_1111
@00002101 000100111001_0111
@00002102 111111110001_1110
@00002103 000011001000_1111
@00002104 111111111000_0000
@00002105 001111111111_0001
@00002106 111101101101_0010
@00002107 010101000110_1100
@00002108 000101101100_0010
@00002109 111111111000_0000
@0000210a 111111111000_0000
@0000210b 111111111000_0000
@0000210c 001011001011_1101
@0000210d 110101110111_0100
@0000210e 111100001111_0100
@0000210f 000110110000_0001
@00002110 111101000011_0101
@00002111 001011100111_0010
@00002112 000000001000_0000
@00002113 111000001110_0001
@00002114 001100111001_1110
@00002115 111111111000_0000
@00002116 001000111011_1100
@00002117 111010110111_1111
@00002118 101011011110_0110
@00002119 111100011111_1111
@0000211a 001000000110_1101
@0000211b 001111100000_1001
@0000211c 000111101110_0110
@0000211d 111111111000_0000
@0000211e 111110111111_0011
@0000211f 110111110000_0000
@00002120 000001000110_0111
@00002121 111111111000_0000
@00002122 000001100110_1010
@00002123 000011001101_1101
@00002124 010001111001_0000
@00002125 111001011000_1011
@00002126 000000001000_0000
@00002127 111111111011_1001
@00002128 111000000100_1000
@00002129 000001111101_0010
@0000212a 000011010011_1110
@0000212b 010100101001_0100
@0000212c 010001011110_0011
@0000212d 111110100000_1001
@0000212e 000101000111_1111
@0000212f 000000000010_1101
@00002130 000000000100_0101
@00002131 101001101000_1010
@00002132 000000000000_0010
@00002133 000110100111_1001
@00002134 000101110110_1001
@00002135 111110010001_0111
@00002136 111111111000_0000
@00002137 000000000010_0101
@00002138 000000011010_0000
@00002139 000000001000_0000
@0000213a 111111111000_0000
@0000213b 110001011111_1010
@0000213c 110110011000_1010
@0000213d 111111111000_0000
@0000213e 111111111110_0110
@0000213f 111111110011_0011
@00002140 111111111000_0000
@00002141 000011100011_1001
@00002142 110000000000_1010
@00002143 000000001000_0000
@00002144 000000010000_0001
@00002145 111111000010_1010
@00002146 000000001000_0000
@00002147 000100101011_1100
@00002148 111100101000_0010
@00002149 111001010011_1001
@0000214a 110100011110_1001
@0000214b 111000111111_1011
@0000214c 000000001000_0000
@0000214d 111010100011_1011
@0000214e 000011111011_1001
@0000214f 001101010010_0011
@00002150 000000001100_1000
@00002151 000000001000_0000
@00002152 101011010101_1100
@00002153 001110001011_1010
@00002154 001010011100_0001
@00002155 000000001000_0000
@00002156 000110110111_0111
@00002157 111100100010_1110
@00002158 111100111010_1100
@00002159 000000001000_0000
@0000215a 000000001000_0000
@0000215b 001100011101_1001
@0000215c 111111111000_0000
@0000215d 110111100101_1101
@0000215e 111010000101_1001
@0000215f 010010000010_1011
@00002160 000000001000_0000
@00002161 111111111000_0000
@00002162 001110001010_0001
@00002163 110000010101_1011
@00002164 110101000001_1110
@00002165 110001110001_1101
@00002166 111111111000_0000
@00002167 111011100001_0000
@00002168 110000111111_1011
@00002169 000000011111_1000
@0000216a 000111011111_0110
@0000216b 000000100000_1101
@0000216c 000110011100_1011
@0000216d 001000100010_0100
@0000216e 000000010010_0010
@0000216f 000000001000_0000
@00002170 000110101001_1100
@00002171 000111001100_0101
@00002172 111111110111_0110
@00002173 111111111000_0000
@00002174 000000000100_1011
@00002175 000000100001_0000
@00002176 000010100111_0101
@00002177 010000110010_0011
@00002178 000000101100_0101
@00002179 101100010111_1001
@0000217a 000111010001_1011
@0000217b 001001100100_0011
@0000217c 111110001001_1110
@0000217d 111110101101_1011
@0000217e 111111001111_1111
@0000217f 110110110111_0100
@00002180 000011101100_0100
@00002181 000100101001_1011
@00002182 111111111001_0011
@00002183 111111111000_0000
@00002184 000000001000_0000
@00002185 000111111101_1000
@00002186 000011000111_0001
@00002187 001111010110_0001
@00002188 001010001001_0000
@00002189 111100101101_0101
@0000218a 000100001110_0010
@0000218b 000000001000_0000
@0000218c 110000100110_1111
@0000218d 111111111010_1101
@0000218e 000000000110_0000
@0000218f 000101111000_0000
@00002190 110001000101_1110
@00002191 110010110101_0011
@00002192 000000000011_0011
@00002193 001010011110_0101
@00002194 001001000110_1000
@00002195 000000110000_1110
@00002196 110100010001_0101
@00002197 111111111000_0000
@00002198 111001010001_1000
@00002199 000000001000_0000
@0000219a 001110000000_1010
@0000219b 111100110100_1100
@0000219c 000001010001_0111
@0000219d 000110001010_0010
@0000219e 000011101110_0011
@0000219f 101110110111_0001
@000021a0 000000001000_0000
@000021a1 110111100010_1001
@000021a2 000000000110_1011
@000021a3 001101110110_1010
@000021a4 110111100111_1101
@000021a5 000001010000_1100
@000021a6 111101110001_1110
@000021a7 110000001011_0000
@000021a8 000011100001_1000
@000021a9 101111001101_1011
@000021aa 000101001000_1001
@000021ab 111010100010_0011
@000021ac 001100100101_0100
@000021ad 111111111000_0000
@000021ae 000011010011_1111
@000021af 111101100000_0011
@000021b0 000011010101_0101
@000021b1 111111111000_0000
@000021b2 001000101001_0100
@000021b3 111000001110_0001
@000021b4 000000001000_0000
@000021b5 000000100100_0110
@000021b6 000000011100_1000
@000021b7 000000001000_0000
@000021b8 000101100101_1110
@000021b9 001111001111_0100
@000021ba 110111101011_1000
@000021bb 001001010111_0001
@000021bc 111101111110_1000
@000021bd 001111100000_1001
@000021be 111111111000_0000
@000021bf 000000001000_0000
@000021c0 110001111110_0001
@000021c1 111110110001_0100
@000021c2 111111000100_0010
@000021c3 010010010011_1111
@000021c4 111111000010_1100
@000021c5 111111111111_1110
@000021c6 111111011011_1001
@000021c7 111001110000_1011
@000021c8 001011111101_1011
@000021c9 101110010000_1011
@000021ca 110011010001_1010
@000021cb 001111000111_0010
@000021cc 000000001000_0000
@000021cd 001111110011_1110
@000021ce 111111111000_0000
@000021cf 111101101011_0111
@000021d0 111111111000_0000
@000021d1 111111111000_0000
@000021d2 001000011110_1100
@000021d3 000010101001_1101
@000021d4 111111111100_0000
@000021d5 111111111001_0001
@000021d6 000000001000_0000
@000021d7 110111110100_1111
@000021d8 101110110000_1001
@000021d9 111111111001_0010
@000021da 000000001000_0000
@000021db 000001001000_1000
@000021dc 110111100010_0101
@000021dd 000000010111_1011
@000021de 000000001000_0000
@000021df 111111111000_0000
@000021e0 111111111000_0000
@000021e1 111100111010_0111
@000021e2 111111111000_0000
@000021e3 111110000111_1011
@000021e4 111001111000_1110
@000021e5 001110001111_1011
@000021e6 000001001000_1110
@000021e7 110111001111_0100
@000021e8 111111101010_1110
@000021e9 111111111000_0000
@000021ea 000001010000_1110
@000021eb 000010000000_0000
@000021ec 000111011110_0101
@000021ed 111000101100_0101
@000021ee 111011111010_1001
@000021ef 000000011111_0110
@000021f0 000000001000_0000
@000021f1 010011011110_0011
@000021f2 001111110010_0010
@000021f3 000000000110_1001
@000021f4 111010011011_0001
@000021f5 000000101111_0001
@000021f6 000011000011_1110
@000021f7 001101111111_1000
@000021f8 111111111000_0000
@000021f9 111111111000_0000
@000021fa 111111111000_0000
@000021fb 111111100111_0101
@000021fc 111110001011_1100
@000021fd 001001101111_0101
@000021fe 000000001000_0000
@000021ff 101100011011_1100
@00002200 000000001000_0000
@00002201 000000001000_0001
@00002202 111100000011_0111
@00002203 110000110011_1110
@00002204 111101111110_1011
@00002205 000100111011_0000
@00002206 110000111111_0001
@00002207 110000100100_1100
@00002208 111110111110_0010
@00002209 000000001000_0000
@0000220a 000000001000_0000
@0000220b 111111111000_0000
@0000220c 111000111101_0100
@0000220d 111011100100_0110
@0000220e 111111111000_0000
@0000220f 111110110011_0100
@00002210 111111111000_0000
@00002211 000000001000_0000
@00002212 000000001000_0000
@00002213 111110110011_1110
@00002214 101101000011_1101
@00002215 111110010011_1100
@00002216 000011011011_0000
@00002217 111010111110_0101
@00002218 000000001001_0100
@00002219 000000001000_0000
@0000221a 110111010101_1001
@0000221b 110100000010_0101
@0000221c 000011111000_1100
@0000221d 111111000011_0111
@0000221e 000000000111_1100
@0000221f 111101010100_1101
@00002220 110010010110_0001
@00002221 111111111000_0000
@00002222 110010101001_1111
@00002223 111111111000_0000
@00002224 000001110110_1101
@00002225 111111111100_0110
@00002226 000101000110_1011
@00002227 000001001000_1110
@00002228 001100101010_1111
@00002229 000000001000_0000
@0000222a 000011111000_1000
@0000222b 111101101100_1000
@0000222c 111111111110_0101
@0000222d 111001000101_0010
@0000222e 111110110101_1001
@0000222f 111111111000_0000
@00002230 000000001000_0000
@00002231 000000001000_0000
@00002232 000000001000_0000
@00002233 111111111000_0000
@00002234 101101010100_0101
@00002235 000001001011_1111
@00002236 111111111000_0000
@00002237 111110111100_1110
@00002238 111111111000_0000
@00002239 000000001001_1000
@0000223a 111001001111_0110
@0000223b 000000001000_0000
@0000223c 111111111000_0000
@0000223d 101111111010_1000
@0000223e 001111000010_1101
@0000223f 000011100100_0101
@00002240 101100001100_0100
@00002241 111111111000_0000
@00002242 000101110010_0100
@00002243 001111110000_1110
@00002244 111111111000_0000
@00002245 000000000010_0101
@00002246 000000001000_0000
@00002247 111011011101_0100
@00002248 000000000000_0101
@00002249 001110100001_0001
@0000224a 101111101011_0100
@0000224b 101001101000_1100
@0000224c 001001001100_1011
@0000224d 111111111000_0000
@0000224e 111111110100_1101
@0000224f 000001001100_0010
@00002250 111111011101_1111
@00002251 000010000000_0000
@00002252 111111111000_0000
@00002253 111111001101_1100
@00002254 110011010110_0101
@00002255 110100010110_1010
@00002256 000010101101_0111
@00002257 000010011011_0000
@00002258 001111010011_0101
@00002259 000010100111_1011
@0000225a 111111111000_0000
@0000225b 110111101111_1101
@0000225c 000000110001_1010
@0000225d 111110000011_0010
@0000225e 000100110110_0010
@0000225f 000000001000_0000
@00002260 111100000110_1110
@00002261 000000001000_0000
@00002262 000000001000_0000
@00002263 110011110100_0110
@00002264 001000001010_1010
@00002265 000110000101_0001
@00002266 111111111000_0000
@00002267 111101000100_0101
@00002268 111110100001_0010
@00002269 000011111000_1110
@0000226a 000100010101_0110
@0000226b 000110110100_1000
@0000226c 111111111000_0000
@0000226d 000101001010_0010
@0000226e 000000001101_1001
@0000226f 111111111101_1011
@00002270 111111011001_1000
@00002271 111111111000_0000
@00002272 101111110001_0010
@00002273 000000001000_0000
@00002274 110101111001_0001
@00002275 000001101001_0001
@00002276 111010011000_0000
@00002277 001000110101_0011
@00002278 110110101111_0110
@00002279 000000001000_0000
@0000227a 000000011111_1000
